,account_id,content
824,3523130,"watch #pope leo xiv reveals why ""god never gives up on us"" in english - with full papal blessing #pope leo xiv meets with americans with italian heritage and tries on a villanova hat! full text + update bishop martin of charlotte grants pause to restrictions on latin mass until vatican breaking #pope leo xiv speaks with russia's president putin by phone for the 1st novena to the holy spirit for #pentecost prayers to share! - saint mary elizabeth hesselblad a convert who saved jews in wwii and the re-founder of bridgettines - #feastday saint june breaking #pope leo xiv accepts resignation of bishop zubik and appoints bishop mark eckman for diocese of pittsburgh in pennsylvania #pope leo xiv says respond ""enthusiastically to the lord who calls us to work in his vineyard"" to ""find an answer to what is the meaning of my life?"" full text + st. francis caracciolo who often visited the eucharist even as a child - founder of minor clerks regular and patron saint of cooks - #feastday saint june #pope leo xiv made a surprise visit to wish a happy birthday to the augustinian prior general - #pope leo xiv's 1st prayer intention for the month of june released by the vatican recalls the sacred heart of jesus - #novena to the holy spirit for pentecost - prayers to share! - rip archbishop michael j. byrnes - death of former #detroit auxiliary and archbishop of guam at age sts. charles lwanga, joseph mkasa, martyrs of uganda : patron saint of catholic youth in #africa - #feastday saint june st. clotilde the queen of #france, wife of king clovis, who was dedicated to prayer - patron saint of #brides, adopted children and widows - saint june historic #catholic church in ohio destroyed by fire - st john the baptist church in maria #pope leo xiv says ""promote an encounter with god, whose tender love values and loves the story of every person!"" full text to family #poland elects new president karol nawrocki who is catholic and powerful novena to the holy spirit for #pentecost - miracle prayers to help you! - vancouver welcomes new archbishop richard smith with joy but gratitude for archbishop miller's service - st. alphonsus liguori was a lawyer who became a bishop! patron saint of arthritis, #vocations, and #theologians - #feastday saint of august watch + subscribe - pope leo xiv gets a rockstar welcome from 120,000 youth at their vatican jubilee #pope leo xiv says ""all of us need to ask the lord to heal our way of communicating...avoid wounding others with our words."" full text of #popeleoxiv + video at the #vatican #pope leo xiv says ""you are called to share your experience of faith with others, bearing witness to christ's love and becoming missionary disciples"" full text to catechumens from breaking 2 nuns arrested in #india on charges of  forced conversions  - bishops denounce this as false amid growing persecution of christians #pope leo xiv says ""catholic universities are called to become  pathways of the mind toward god"" full breaking patriarchs and heads of #jerusalem churches demand israeli government protect vulnerable in west bank from settler #pope leo xiv says ""this is the mission of the church: to proclaim peace to the world!"" full text of #popeleoxiv to influencers at the #vatican - #breakingnews historic catholic church in #france closes after 2 fires in 48 wow #vatican welcomes #youth for jubilee with 500,000 expected with greeting by pope leo xiv and 1,000 priests to hear #pope leo xiv's secretary of state urges 2-state solution as recognized by president emmanuel macron of #france and warns of using starvation as a jonathan roumie of the chosen gives powerful message at the vatican influencer jubilee! watch #pope leo xiv tells youth be ambassadors of peace with a ""life of prayer and friendship with god"" full text to #scouts st alphonsa a #nun who said ""...i will seek refuge in the sacred heart of jesus"" - from #india - #feastday saint july #pope leo xiv tells youth ""may all the people you meet see in you the face of christ who loves and gives himself, who remains present in every baptized person."" full watch + subscribe - #pope leo xiv reveals how to be transformed and calls for a ceasefire - full angelus in english #breakingnews 40 worshippers killed at a catholic church on sunday in congo, africa, by group linked to isis - please breaking pope leo xiv's urgent appeal for a gaza ceasefire ""i renew my heartfelt appeal for a ceasefire, the release of hostages"" full text of #pope leo xiv says when praying we need to ""let ourselves be transformed by his goodness, his patience, his mercy, so that his face may be reflected in ours as in a mirror."" full text of #popeleoxiv + video world #grandparents and elderly day! call the #elderly on their special day! 3 ways for young and old to obtain a plenary st. pantaleon left the faith but then reverted and became a famous healer! patron saint of bachelors and physicians - with prayer - #feastday saint july watch a free catholic movie : st. charbel the wonderworker of #lebanon - drama - wow #pope leo xiv meets with tennis world champion jannik sinner at the vatican -"
851,3092948,"country music is good for the soul.it reminds us of who we are, what we once were, and who we can be.it reminds us to stay humble, but to stay true.it takes us through the valley of the shadow of death, while reminding us where we are headed.and it reminds us that we are not alone.god bless ya'll. today is a good day to pray."
1043,896290,"covid fraud: a staggering            florida judge denies request to unseal epstein grand jury records just a reminder: this page is not a political forum. this page is a news aggregation site aimed at center left/center right americans. our intent is to bring vetted news and well-reasoned opinion with the least amount of bias for your consumption. hopefully we can provide you balance to the eejit talking heads of the various useless propaganda media.ad hominem attacks, racial slurs or threats of any kind against staff or followers will not be tolerated. it gives us no joy to have to give bad actors the hard boot, but some folks just cannot honor our simple house rules.thank you for following us."
1183,3548173,"""when a true genius appears in the world, you may know him by this sign, that the dunces are all in confederacy against him.""  jonathan swift  ""my friends, it has always been my faith that the eventual triumph of decency and freedom and right in this world is inevitable. but, as a wise american once observed, it takes a lot of hard work and sacrifice by a lot of people to bring about the inevitable.""  dwight d. eisenhower  ""when law and morality contradict each other, the citizen has the cruel alternative of either losing his moral sense or losing his respect for the law.""  fre de ric bastiat ""in the first place we should insist that if the immigrant who comes here in good faith becomes an american and assimilates himself to us, he shall be treated on an exact equality with everyone else, for it is an outrage to discriminate against any such man because of creed, or birthplace, or origin. but this is predicated upon the man's becoming in very fact an american, and nothing but an american.""  theodore roosevelt"
1221,3574071,"yes, i've chosen my image wisely. i'm bull headed. i'm not young, i've seen a lot. i've broken all of the ten commandments (based on the definition given to us by jesus), and have come out forgiven. my morals come from the bible. my ethics are set in stone. i can be told i'm wrong on a subject, but you had better have a well thought out reason. i demand empathy for everyone, but there is a huge difference between empathy, accountability, and discipline. they all must exist in a just society.i take each person as an individual, until proven otherwise. too many get their thoughts from another and it's pretty easy to see. but i absolutely refuse to prejudge. i know i do to a degree, we cannot help ourselves. but it's usually on dress, how someone holds themselves, etc. things taken away by social media. i talk to a lot of people, interview them. i like to learn about people if they are willing to share. that's in rl, not on the boards, as i need to see their face and body language.i lived a lot of life before getting married at 23. i did more than most, less than others. i've held 16 different jobs because i value new experiences. never two in the same industry. i've accomplished my career goals and the lord took away my worldly desires. i can actually see this as a giant change in my life.without the lord, i think i'd be in the legion of doom. i was very good at getting away with what ever i wanted to do. i never cared about others and i still cringe from memories of my crimes. it's hard to forgive yourself, even when the lord has.i appreciate the fact that anyone wants to read what i've written. i've always been a bit of a writer. thank you for listening."
1228,1360285,"mother of hope hybrid academy in eastern pennsylvania has two positions school is still accepting students for the fall semester in grades one through five. the montessori pre-school is full, but they are wait-listing children for that the fbi was investigating catholic priests on the flimsiest of pretexts. they were also actively investigating the sspx as possible domestic terrorists, which is laughable if it wasn t so horrifying."
1272,5094309,"i'm all for the august recess being cancelled, not just this year but on a permanent basis since congress gets several recesses throughout the whole year. too much of their time is spent infighting instead of working for the good of the america people. good morning!"
1273,1950862,"the declaration of independence is the ring-bolt to the chain of your nation s destiny; so, indeed, i regard it. the principles contained in that instrument are saving principles. stand by those principles, be true to them on all occasions, in all places, against all foes, and at whatever cost.frederick douglass"
1290,3524875,"   this is why gab gets a bad name. is this what the maga base is really about? i think it might be.        watching the billy joel documentary tonight, and i m overwhelmed by how much his music still moves me. his songs have always had this uncanny way of cutting straight to the heart stories wrapped in melody that somehow feel both personal and universal.i keep thinking about garth brooks singing good night saigon, for him at the kennedy center honors. that moment so raw, so full of reverence brought tears to my eyes. you could feel the weight of what billy s music has meant, not just to artists, but to all of us.it reminded me that we live in a country with an incredibly rich and diverse cultural soul a place where music like this can shape generations. and we should never, ever take that for granted.   ""it just  feels  like the election was stolen. sure, we can't prove it. but if so many of us  feel  like an election we lost was in fact fraudulent...that basically means it was!""- at least 30% of the american voting population newsmax anchor flees air after mike lindell won t shut up about nonexistent voter fraud"
1439,502447,"wow - mike elias ( o's crappy gm ) has now proved for the umpteenth time that he can so be rolled on any trade deal! he pissed away potential 40 home runs for a bunch of #10 thru #29 individual team prospects. so multiply any of the team prospect rankings by 30 - the number of mlb teams. so for cedric the mets coughed up a #29 prospect. times 30 and you get a league ranking of somewhere in the 800's. well done mike! how cute to see pga champ ernie els in the oval. that prick has lived in florida for the past many decades, taking advantage of usa freedoms and usa prosperity and usa opportunity to succeed in his chosen profession. apparently he won't take the chance his own family will be targeted for death and/or dismemberment by living in his home country sa, but is available whenever the sa goons in government need a 'house wi**er' to stand tamely by and pretend that all is good. then trump shoved a multi minute video up his guests collective asses. welcome to dc."
1507,1614795,"it s worth taking some time to read george washington s farewell address to the nation. specifically, highlight each instance where he speaks about  faction.  insofar as it denotes the organization of political parties, he s been proven to be quite prescient. just a thought, but perhaps, if the people ever get control of their nation back, we should seriously consider outlawing any such organizations. the political realm, here in the us, was never meant to become an industry, sector or career. there should be no sanctuary offered to politicians, rather they should have to bear the spotlight of scrutiny all alone, based solely upon their actions and detailed(!) positions."
1615,6491702,"sydney, i'm over the nonsense polititicians sprout publicly - absolutely fed up!! this is where you can see exactly how pauline stands on issues important to australians and also compare other ""representatives"" against their public if you believe what comes from the mouths of australian representives in govt. this will help you dicide between truth or"
1666,4841481,"@jbjornstjiernejohansson the biggest problem with trying to get information about the ukraine war, is that both sides are biased. the people who are pro russia, use russian state funded tv, or back their claims, even though since those sites and shows are pro russian, they will obviously downplay their loses and up their wins and agenda. those who are anti russia,us non russian state funded sites, for their claims. however once again, those sights will up russias loses and downplay their wins. and if you use  independent  media, they are are so biased because the people who run them have their own agendas as well, this whole thing is just horrible, both sides claiming the other is winning or losing, while there are people like mr, who just want to see this thing end. this whole ukraine war has taught me one thing, and it s that there is no such thing as unbiased. i know that many won t see this, but please i ask you to pray for the situation in ukraine to end peacefully, i don t care if your pro or anti putin, please i ask you to pray for those affected by this conflict, either they be ukraine citizens displaced from their homes, or average russian citizen ,who are affected by the sanctions, this isn t a call to condemn or promote one side of this war, but a call to pray for those who need helpamen feel free to call me all the names and insults you want, i don t care anymore"
1749,80599,"despite the primary identifications of users present on gab, who are defined as radicalized by scholars (lima et al., 2018), no rude communication styles emerge from the empirical evidence in this case. at the same time, the lca reveals a proactive debate based on scientific sources if a  polarized perspective of user opinions, bubbles, or any other elements linked to the reinforcement of their political or social views  (ivi) is not detectable. moreover, despite what was initially expected from gab, no opportunistic practices or phishing post-trends are disseminated by the self-regulated users, unlike what emerges when looking at the part of the graph in which facebook narration is framed. ... in fact, to the issue investigated and in contrast to what was hypothesized about the gab social media platform, a particularly radical, sectarian, or conspiratorial environment did not emerge. ...the major focus of studies on social media platforms like gab has limited itself to either explicitly political topics or certain problematic discourses and content such as hate speech, misinformation, and conspiracy theories (dehghan and nagappa, 2022), but our analysis shows the emergence of gab as a space for comparison and sharing of information sources and differing worldviews that is lacking on facebook. gab claims to promote freedom of speech and provide an environment where users can express their opinions without fear of being censored or banned. relating to rq2, as lca outcomes show, the themes investigated a user who expresses a position against the tide on facebook that most likely triggers a real  shitstorm  against him, generating a polarization of positions that in a short time turns into hate speech, thus preventing a meaningful contest between different opinions. on the contrary, on gab, the idea of being able to express a position (albeit controversial and not widely shared by public opinion) with a users' audience, who probably share that same position and are more prone to confrontation than to attack, generates a discussion environment that is less polarized and more open to the exchange of opinions. ===iow gab provided a much more open and collegial forum for communication than fb.duh!"
1764,6692198,"today's thought... dc is like 2 friends playing a game of tennis. the dems and republicans are the buddies playing a friendly game back and forth... and we, the people, are the unfortunate tennis ball getting whacked over and over, back and forth. the competition is a show."
1870,3954820,"all i know is what i see. what i see is democrats unhappy across the entire country (most commonly heard phrase from a democrat right now ""i am happy joe biden won but...""). more specifically, many democrats in positions of power (media and political elites), in a panic mode (i.e, pelosi and the mainstream media after the impeachment failure). this is not the way the party in absolute control of the country would behave in a normal times. so that is my first question: if you are a democrat and you are not thrilled right now, please write me back and explain why - what is bothering you besides donald trump not being impeached?if you are a trump supporter bashing mcconnell right now, i am equally curious how the most most careful, pragmatic, calculating and ""turtlelike"" politician in recent memory would want to backstab donald trump following his acquittal? what does ""long game"" mitch mcconnell have to gain by throwing a gauntlet down on 75mmtrump voters? i do not see it and sincerely would like some help understanding.if you asked yourself either question and can't answer to your own satisfaction, take a look at my upcoming posts. article was from almost a year ago asking to liberals to ditch cable and cut the cord to deny carriage fees to fox - but it is an important point for anyone who is trying to boycott fox and msm. if you have cable, you are paying serious money every month to fox, cnn, msn, etc. through the carriage fees they charge the cable company. time to cut the cord if you have not yet done so. get the app on your tv for the 1-2 things you care about and ditch the cable bill!"
1927,62629,"let's have some cocktails tonight!7pm @tbear1488 @psykosity @millstonenecktie @miss_peg @self_evident_truth good morning. good morning. good morning. good morning good morning. dad-gum it's hot out. i could use a cocktail (or two).join us for cocktails at 7 eastern @tbear1488 @kidknievel @psykosity @miss_peg @millstonenecktie @self_evident_truth good morning good morning good morning carissa on x@njoyzgrl81three years ago, a couple in their early 30 s , bought the gentlemen s farm down the street from us. a gentlemen s farm is also known as a hobby farm; a few acres of land, home and a small barn. chris works for ups, kaitlin stepped away from her hair salon career to raise their 2 year old daughter, grace. they ve transformed 2 acres and put in a beautiful vegetable garden, fenced an acre for their pony and goat, spruced up the porch and upgraded the metal roof with gutters. they were living their american dream. last night, chris stopped over and with a lump in his throat, asked if i could take his pony, goat and chickens. i was surprised as they invested so much time in their homestead. i asked if everything was okay and if there was anything i could do to help. he began to explain why he needed to rehome them. he said they decided to put the gutters on the house knowing his seasonal overtime pay would replace the cost and though it might be tight financially, they would make it through the winter. this time of year, chris usually works extended hours, with a  runner  on his truck as there are so many deliveries. not this year. i asked him if i could think about it overnight. he said yes and thanked me. he then added, if i said yes, would it be okay if they could bring grace by once in a while to see the pony. i told him any time. my heart broke. they, like so many americans, are struggling financially. ten minutes after he left, i called a few friends. they reached out to their friends. this morning, we left chris and kaitlin s barn filled with hay, shavings and grain. melburn, the local amish saw mill owner, has donated firewood for the season and is sending his sons to deliver and stack it after their chores today. stephanie, who owns the local diner, has placed a standing order for kaitlin s chicken eggs. my farrier, buster, has donated his services for their livestock. minnie, the retired nurse, has offered to babysit grace if kaitlin wants to work, as several of the choir ladies want their hair done for the annual christmas program. i m proud of my community. i m proud to be an american. i m proud of the local men and women who said yes, immediately. love this. good morning. i hope someone invents a time machine. soon. yup, i'm white af me to 20 y/o me: when you are in your 60s, you will get up at 3am to listen to death metal and hang out with nazis.me then: gtfo national socialism in a 5 minute the last battle: pilled always appreciated:"
1960,76192,"maybe since im not antivaxxer i dont belong here. i respect your thoughts though but i believe vaccinations saved generations from small pox, measles, whooping cough and more. i get a flushot yearly. sometimes they work, sometimes not. they are not perfect matches sometimes.covid is still an unknown. our science is not like an hollywood movie. covid has not been around long enough for the research to be on target.but its your choice as it is mine to be vaccinated. govt should only educate not mandate. a govt that bullies is not to be trusted. choose wisely. its your life."
1962,1214159,"william wallace: and if this is your army, why does it go?veteran: we didn't come here to fight for them!young soldier: home! the english are too many!william wallace: sons of scotland! i am william wallace.young soldier: william wallace is seven feet tall!william wallace: yes, i've heard. kills men by the hundreds. and if he were here, he'd consume the english with fireballs from his eyes, and bolts of lightning from his arse.[scottish army laughs]william wallace: i am william wallace! and i see a whole army of my countrymen, here in defiance of tyranny. you've come to fight as free men... and free men you are. what will you do with that freedom? will you fight?veteran: fight? against that? no! we will run. and we will live.william wallace: aye, fight and you may die. run, and you'll live... at least a while. and dying in your beds, many years from now, would you be willin' to trade all the days, from this day to that, for one chance, just one chance, to come back here and tell our enemies that they may take our lives, but they'll never take... our freedom! brilliant work (h/t geddes). got some loose change, buddy?from the people who bought you ""controlled demolition."" a stunning new ""blockbuster"" that all ""the family"" can an open secret "
2223,1535459,"explore the new 2023  in conversation  series! this online zoom series (previously  workshops ) is an opportunity for canadians to come together in conversation about complex legal and social issues. through presentations and q&as, learn more about your country, how emerging issues are impacting rights and freedoms, and how you can make a difference. this year, we explore the findings of the public order emergency commission, the potential impacts of digital id on privacy, protests and democracy in canada and iran, and religious freedom in que bec. for the first time, you can purchase tickets to multiple events in advance, add your events to your calendar, watch recordings of your events, and more. purchase tickets hope you join the conversation! new video: tracked and traced: the rise of the digital beastdo you want to live in a country where digital id is a prerequisitefor access to essential private and public services? do you want your physical and financial behaviors to be tracked by governments and corporations? do you want the government to be able to freeze your bank accounts at the flick of a switch?canadians must participate in the conversation about how canadian governments and businesses ought to use digital id. the first step is to become informed about digital id and the"
2229,3195518,experience another seattle band that i am in...#menfrommars is available on all streaming platforms including amazon music and pandora check out my band add my rock band #veedavoo to your playlistavailable i think that the people praising censorship and do not care that my vote was stolen will awaken and regret it.   
2230,2096147,"for those still on facebook.... and especially if you like to share any of your personal info from where you shop to photos, quizzes etc.maybe you will choose differently now. this world we all live in is a dark one. i know this. but there is also so much light in it as well.we really need to be working together. we don't even have to like one another, but we can be civil, and work together to make our countries great places for our children and thier children.on a daily basis as well, we can and i feel we need to be kind to one another. i'm talking about in general. i don't suggest inviting your abusive neighbor over for a cup of tea. no. but we need to learn to listen to people to understand them and stop responding with so much emotion and stop listening to people just to respond with our own agendas.i remember many moons ago when i would be at the stores and (i still do this), but i would smile and say hi to people as we pick our items off the shelf and casually say how is your day going, and people smiled and replied and it was nice. nowadays, most times, people look at you like you just asked them for 500 or for thier left arm. they can't even say hi back. if you try to help someone, they get offended. if you want a different world to live in, then you must be different. you can not act the same or do the same things and expect different results. the responsibility lies on you and me and all of us. my world is quite different to others because i choose it to be that way (my own little world at my home and in my circle).i'm sick and tired of people being what they have become. we need to do better guys and gals. we need to go back to our roots and if your roots are rotten, then it's time to transplant yourself and set your roots in a new spot and get to growing again. lets do better as a group.think about it. act on it. we here, most of us have common goals when it comes to the world and what's going on right now and we need to work together. let help lift one another up and keep going. get on that line with god and have a chat with him and take some breaths and pause to think. we don't have to wait until tomorrow either. tomorrow is not a guarantee. start tonight. lets go   god love yas and if you made it this far, well... thank you and i appreciate you taking the time to read through this. much love and light and peace for you.  make note of this (if you like)"
2318,1016170,"scienceby mark twain mark twain will always be mark twain! science by mark twain a picture may be a thousand words, but a thousand words are worth millions of pictures. the answer is in the question, and i have no answers: are there any questions that might make sense? nahhhh, but there are senses that might make questions, so who cares, in other words, so what? i let my senses communicate with my soul without the idiotix mediation of my brain. so many truths in this, truths without questions! the question is not : what. it is rather :so what? if you ever visit my city, stop and leave a flower at the feet of the monument. 118 innocent altruistic men executed. november 26, 1943""the phone rang. i picked up the phone myself and heard the news: ""in sparta, in monodendri, yesterday the germans shot one hundred and seventeen, the whole flower of the city and among them christos karvounis"". i was like a fossil. i did not understand. i did not want to understand. the man said the same words again, i still hear him. one hundred and seventeen were shot yesterday morning in monodendri. the four children of tzivanopoulos and doctor karvounis. every house and a dead man. all of sparta is mourning. if it had burned completely, it would have done less harm ....""someone came from sparta. i heard him talk for hours about the death of the man. legends fill the atmosphere. but this is history. the germans at the last moment respected the great scientist and offered to spare his life. karvounis refused and asked them to spare the life of one of the four tzivanopoulos brothers instead of his. do not let the mother mourn all four sons together. (for a long time, mrs. tzivanopoulou used to make her sons' beds in the morning and scrape them in the evening). the german refused. then karvounis rebelled. ""you are a barbaric people,"" he told the officer, in perfect german. i'm ashamed that i wasted eight years in your country. eight years wasted, lost. the german got angry, blushed and hit him with all his might with the butt of his weapon in the arm. when the dead were collected in monodendri, christos karvounis had his arm broken "". maybe some people here know what i mean. have you ever had a firsthand encounter with pure evil? it's something far beyond human anger or hate; it's an absolute lack of any sentiment whatsoever; a dark, cold disdain emanating from the whole expression of that being. yet, it is right then and there you understand in the very center of your divine soul why god the father and jesus christ hold each one of us so precious, to the point of self-sacrifice; you just know why god and our savior are true, pure love, and why love can never be understood, but only felt. yep. meet greed, complicity, silence, indifference and blatant enmity and despisement; the apotheosis of modern civilization from those as yet untouched. <35for i was hungry and you gave me something to eat, i was thirsty and you gave me something to drink, i was a stranger and you took me in, 36i was naked and you clothed me, i was sick and you looked after me, i was in prison and you visited me.> (matthew 25) galatians 1, 6-10 (my translation from the ancient greek text with some help from an english bible). i marvel at how fast you move away from the gospel of the person (me, paul) who called you with christ's grace and go to another gospel. but there is not another; there are only some people troubling you and wanting to change the gospel of christ. but even if we, or an angel from heaven preaches to you something contrary to the gospel we brought you, let them be anathema. as we have told you before, and i tell you again: if someone preaches to you a gospel different from the one you received from us, let him be anathema."
2403,206666,"the official pinned post:warning: unsolicited dms will earn you an insta-block, and probably a report. if you want to reach out to me, email me. the address is right here in this post.who am i? the short bit:email: gmgauthier@protonmail.comblog: am i? the long bit:my name is greg. i'm a 53 year old normal male, originally from chicago. i love the chicago cubs, rachmaninov, beethoven, british comedy from the 1970s, aristotle, tuna sandwiches, and working with computers.i have a 30 year career in tech. i began it in mainframe production operations in the 1980s, and i'm finishing it in software development as a developer in test. i am modestly skilled in python and java, and am very handy at compiling from source in linux. my primary hobby is the study of philosophy. i completed my ba philosophy degree at the university of london in may of 2021. i focus on ancient greek philosophy, political philosophy, and and the intersection of faith and reason. i have published one amateur paper, with the oxford philosophical society, in their journal, the review. my secondary hobbies are amateur radio, voice and classical guitar. i still have ham license (kb9zyw) but it's set to expire this year. i once got to 14wpm on the key, with only 3 errors. i probably couldn't repeat that now. i'm only just learning the guitar this year, but i've had classical training as a tenor, on and off, for many years.on my blog and podcast, i am mostly straight-laced. but when i feel like letting my hair down and doing a little shit-posting or meme-ing, i come here."
2414,5886588,"lets talk about domestic vilonce towards men earl silverman story and why and how he committed suicide to draw attention to this important matter. christians should find this upsetting that in calgary, and federal government, earl died trying to draw attention to violence towards men. his shelter was denied funding and labeled as sexist."
