,account_id,content
48,6446484,my name is becky and i'm a new start up business owner. i do bookkeeping and payroll for small businesses. i'm excited to be here with like-minded faith-filled patriots and hoping to grow my business while meeting a lot of great people. god
51,4866874,"if you enjoy any of my blog posts (especially the ones about our amazing god!) please share them with your friends and family!it is all for his glory! praise jesus!         latest blog post:""the jesus writing on the so check out what i found while reading about vaccines (go figure lol) ... a completely free guide on vaccine detoxing! while we of course don't know much about the new covid vaccines, this is at least a start especially if you or your kids have had other vaccines in the past.earthley is one of my most favorite companies and i am thinking even though i am definitely not getting the covid vaccine, i might have to try taking their vaccine detox herbal extract"
53,4626785,"pin!!! this will be my new pin to timeline. this is the truth, we know it. we need great minds to come together. like in the beginning of the industrial age it was the wild west. worker rights were non-existent and he who had the idea, power, leverage or otherwise ruled the day and has since owned the greatest resources and wealth of all time. the next era is similar, a new information age to be conquered and owned. who gets to control the space, the data, the aggregation, the compilation, the comparison of multiple life data sets? we need the digital bill of rights to support our natural occurring rights. as people we need full control of our footsteps, trails, fingerprints. can we start a consortium? who are our people? #digitalbillofrights #greatminds #andrewtorba"
58,354110,"epstein was a mossad   vote harder? i see this phrase often on conservative/right wing memes. it's most often written in a disparaging or mocking way.in my opinion, there are only two reasons for writing this:first-i think i understand- it's referencing the (i believe) stolen 2020 presidential election, and the republican party doing little (or nothing) to: keep jobs in the usa, protect our borders, defend liberty, etc. frustration. i'm feeling it too. second-simply a psyop to promote apathy in liberty minded people so that they cancel their own votes/voices. if this is the case, then go fuck yourself.  vote harder? i intend too.there are going to be local tax levy's, and zoning changes on my ballot, and i want my voice heard. while ron desantis was my first choice, he dropped out. i'm voting for trump. i'm voting for him as ""head manager"", not as a moral compass for my kids! i would never ask trump for marriage advice, but i would ask him for real estate advice.  if any of you hate trump that much (but can't quite articulate why), write in ""sweet meteor of death"" smod! (i love those memes!).even if i have to crawl in cold mud for half a mile, i will be there to vote on election day.sic semper tyrannis.-dan in ohio."
60,2025658," a timely reminder, you can lead a horse to water...    under the advice of legal counsel, i declare:1. the entire content and attachments of any and all of my posts are for the purposes of personal entertainment.2. posting said content does not constitute agreement or endorsement, nor do i vouch for its veracity. indeed, much content is preposterous, posted to illustrate absurdity.3. as a citizen of the free world, i do not waive any or all of my rights to any individual, group, corporation, agency, government, or any other entity. the use of any content posted by me for any purpose other than personal entertainment is not granted.4. unless otherwise noted, i have not produced any of the content posted to this site. all content and images were taken from this and other sites with a minimum age requirement of 18 years of age, and are assumed to be in the public domain.warning: to all individuals, groups, corporations, agencies governments or other entities, including local, state, federal or international law enforcement agencies, no permission is granted to use any content, including but not limited to, profile information, pictures, videos, blogs, essays and stories, in any form or forum, both current and future, for any purpose, including but not limited to, reports, projects, studies, and investigations. violators will be subject to legal action. don't forget your treason season decorations!   ncswic      . misery loves   enjoy the show no arguments here.h/t to realben over at x for this clip. gm all, but especially to the perpetually miserable black pilled reeeetards who lurk around and drop their nuggets of ""wisdom"" like their dark nihilist point of view is somehow a groundbreaking or mind-blowing novel opinion nobody else has ever contemplated or considered. we get it, you're miserable and misery loves company, but shit you guys are a fkn drag.p.s. i'll never engage in a debate with you morons because your views are lazy, predictable and low vibe, and i likely have you muted. i for one am not sick of the winning like you morons.seek help, jesus christ would be best in my opinion. god bless     america must unite."
66,2436940,"being that this person was doing this last year, and we all were outraged last year, and nobody did anything, and nothing has happened, i think this post is kind of pointless and just for clicks the year of recycled storylines o7 keep your rifle by your side..."
69,29474,"pledge to god given freedom and autonomyi hereby resolve to believe as reason compels, think as i will, say what i think, do what is good, love what is true, and protect what is beautiful. those who would destroy, and spurn all that god had made are evil.george palczynskiredux:""my own opinion is enough for me, and i claim the right to have it defended against any consensus, any majority, anywhere, any place, any time. and anyone who disagrees with this can pick a number, get in line and kiss my ass.""the redoubtable... christopher hitchens(university of toronto debate - 2007;""be it resolved: freedom of speech includes the freedom to hate,"" with thanks to sockalexis and putativepathogen"
71,189886,"just for the record: trump is not on social medias - not even his nate silver s latest blog post notes that conservatives are up 31 points among those with self-described excellent mental health, and down 26 among those with poor mental health.democrats have turned themselves into the party of the neurotic, the unstable, and the miserable. if you re happy and well-adjusted, vote  since bernie sanders, zohran mamdani, and other people believe that billionaires shouldn t exist, i asked grok what would happen if the government were to seize elon musk s                              "
72,3320579,"przed marszem powstania warszawskiego zbierane sa  podpisy przeciwko paktowi dzis  o 17.00 marsz powstania warszawskiego. video zaproszenie roberta video. piotr gociek zdradza tajemnice juz  drugi dzien  ba kiewicz przychodzi do prokuratury i niczego nie moz e sie  video. prezydent duda stwierdzi , z e to, co robi  ba kiewicz, by o  obrona  wartos ci bliskiej wie kszos ci szczecin ski prokurator nakaza  oskarz yc  ba kiewicza. gorzowski nie dopatrzy  sie  audio. ba kiewicz w radiu maryja. bezpodstawne zarzuty. cel spacyfikowac  ruch obrony biografia s wie tego piotra autorstwa ksie dza zwolin skiego w komornik zabra  ba kiewiczowi kase  i da  ja  gazecie wyborczej oraz babci video. robert ba kiewicz podzie kowa  za izrael, palestyna, kompendium wiedzy o z o nierzach radio wroc aw: wed ug dolnos la skiej policji ruch obrony granic nie sprawia chca  odebrac  rotom s rodki, jaki maja  z 1,5% rzecznik rza du insynuuje, z e ba kiewicz to rosyjski ochojska, babcia kasia, holland, jachira, starczewski, kurdej szatan, a dramatyczny mail ba kiewicza. czy lider ruchu obrony granic juz  jest sa siedzi izraela. muzu manie, kto rych wszystko rez im po wysy a policje , by zastraszac  senioro w. tak niszczy sie  autorytet policji i marnuje pienia dze"
80,3885925,"on the heels of the puerto rican fella and his gal being pulled out of their car and then executed in chicago this past weekend, thought of this video to share as another method to learn for protecting you and your family. training and situational awareness should be a constant exercise. as mike tyson so eloquently put it,  everyone has a plan until they get punched in the face.  make your plan multi dimensional so you have a lot of plans. then, when you get punched in the face you have a toolbox of goodies to choose"
82,2209649,finally! now they need to apologize publicly and all states should adopt this legislature as two of the most important videos out there right now. any thoughts of texas being turned purple or blue should be put to rest with this. and criminal charges pursued for those responsible for the death of the people who froze to death in their homes because of their incompetence... negligent or willful
94,3743456,"if you don't think this is wrong, you are a part of the problem of why america is no longer america. #wethepeople #wakeupamerica if donald trump and joe biden were pro-america and wanted to make america great again then they would refuse to debate without allowing kennedy to participate. period. liberty?      "
96,2185382,"@barnabas22 doge discovered actual money being washed through a ngo and then the ngo was acutely paying artists to add in chemtrails into old photos & movies ! you can t make this stuff up. heard alex jones slam catholic priests july 27, 2025.he said catholic priests report back to the vatican what they hear in the confessional.there is no way of course he can collaborate what he said w any respectable source. he must not know about the  seal of the confessional  & the priest s oath to protect & be silent - the priest can t even tell his bishop what was said in the confessional. jones has no idea of all the priests martyred over the centuries keeping their oaths for refusing to tell what they know. jones s statement is nonsense if he realized the confession is anonymous. plus, the idea that the vatican wants to hear about someone s sins is ridiculous - there are no new sins invented. the idea that priests are spies and passing along state secrets is preposterous - state secrets are not a sin a priest would ever hear.jesus established the normative way he wanted sins forgiven for a reason. he gave the apostles the power to forgive sins & it makes zero sense that he meant it only for the apostles and for them not to pass it along to their priests with apostolic succession.jn 20:23 > whose sins you forgive are forgiven them, and whose sins you retain are retained.  heard alex jones slam catholic priests july 27, 2025. he said catholic priests report back to the vatican what they hear in the confessional.there is no way of course he can collaborate what he said w any respectable source. he must not know about the  seal of the confessional  & the priest s oath to protect & be silent - the priest can t even tell his bishop what was said in the confessional. jones has no idea of all the priests martyred over the centuries keeping their oaths for refusing to tell what they know. jones s statement is nonsense if he realized the confession is anonymous. plus, the idea that the vatican wants to hear about someone s sins is ridiculous - there are no new sins invented. the idea that priests are spies and passing along state secrets is preposterous - state secrets are not a sin a priest would ever hear. jesus established the normative way he wanted sins forgiven for a reason. he gave the apostles the power to forgive sins & it makes zero sense that he meant it only for the apostles and for them not to pass it along to their priests with apostolic succession. jn 20:23 > whose sins you forgive are forgiven them, and whose sins you retain are retained.  my buddy is an er dr in northern california called today and said the hospital had a staff meeting. they informed them of impending financial crisis. now citizens in rural areas will suffer & die due to no longer having local care as a direct consequence of the dems harboring illegals. are you listening bishops? the dems spent all their for medicaid on the illegals by giving them free healthcare. it s not even july & the state is out of money and has quit paying all medicaid claims to the hospital. i don t know if they have stopped paying to individual clinics yet, but they r probably keeping them paid so they don t close. this way the state has shifted the entire burden of medicaid in ca to the hospitals. more rural hospitals will now go bankrupt and close. by law, the hospital has to evaluate every patient that comes in & treat them accordingly. what were the democrats thinking?ca hospital systems continue to crumble."
104,5546698," @gailauss @maliakay @karoola @missymoo1234 @mysticphoeniix @fedupcitizen7 @leannev if this comes to pass then the work of ""russell-jay gould"" takes presidence over everything.i've stated in the distant past that, donald needs to come clean and tell the people the ? @mysticphoeniix @gailauss @maliakay @karoola @fedupcitizen7 @fan1776 @oldsmokie66 mmmhmmm ... micro-chipping is good for you ... mmmhmmm"
110,6374765,"the time of our grandfathers is so far removed, so utterly alien to us, it might as well never have existed at all. no more tangible than stories of ages past, of greek legends, norman conquests, and a world at war. grainy photos and discolored footage is all that's left of a time and place that should have been ours.never forget what was taken from us."
113,6130267,"in kc, mother of 3 u.s. children, including autistic 5-year-old, to be deported via @yahoofrom trump announces travel ban affecting a dozen countries set to go into effect monday via @yahoofrom america . . .   judge says migrants sent to el salvador prison must get a chance to challenge their removals via @yahoofrom mom, die . . .   increased from to . . .   kennedy center revenue crashes after trump hijacks program via @@yahoonewsfrom will pardon him . . .    came to america on a tourist visa . . . not over the border!    this is the scalpel they'll use to ruin the lives of individuals the president is opposed to.' via @yahoofrom  more white south africans arrive in the us under a new refugee program via @@yahoonewsfrom   . . . no . . .   parole . . .   again . . .  trump administration reportedly moves to ban jackie robinson biography from naval academy library via @yahoofrom"
114,4107933,"amen! paul teaching truth to the philippians! applies to us as well! love god, love people! have a blessed day! please pray in supplication for those in need! rebuke evil and corruption! abide in christ always! #jesus #truth #faith #hope #abide"
116,3043213,"        well, at least his genes will not be           man convicted in a french court for killing 4 people in a paris synagogue bombing is living freely in canada, even working as a professor teaching students about 'social justice in action.' why hasn t he been extradited to france to face justice?is justin trudeau refusing france's extradition request?"
117,24205,"not wrong unable to monetize fact finding oh, the thought! half-truths, straw man arguments, and lies, no data public policy major does not understand specific enumerated rights california background check for ammo sales is unconstitutional a great day for freedom another brick in the wall"
124,1257412,"greetings gab, i am a big fan of freedom and individual responsibility. i try to avoid sites that censor people, although i check on some family on fb. i have interests in photography, travel, gardening, cooking (independent living). i will post a link when i update my website with these types of topics."
130,1984115,"so one of our rescue kitties that we took to a place called kitty cove rescue, got adopted after only one week. i had her for 6 months before they could take her. it broke my heart giving her up, and this picture that kitty cove sent me brought me to tears with joy. the title said, ""guess who got adopted today?"" so if we actually send another 26 billion dollars more to ukraine, that equals over per resident. think about that for just a minute and remember what you got for the entire covid farce.... we send them payments over and over and over, while americans suffer. and don't for a minute think that that is not the purpose of all of this. they honestly, really, actually, truly hate your and my guts. this happened to me during hurricane harvey. but at least i got a lot more than these people are going to get. what a shit show! so i switched to a new phone and reloaded gab and signed back into it. now i cannot stop seeing people that i don't follow and i don't know how to stop it. can somebody please give me a hand and let me know how to only see people that i follow once again? rescue kitties at 4 and a half months missing the nurturing their mama would have given them. they treat their kitty bed as if it's their mom. (they're also batshit crazy lol) we already saved two from the last batch of stray kitties, and maybe the mama knew, and that's why she put the kitties underneath our car? i don't know. it took everything i had not to bring them inside this time. this is your clean energy vehicle in action when the government tells you that fatty meats are bad for your health, you know what to do. my 17 year old son says he will not go outside with me if i wear this shirt. i told him go ahead and stay inside. i'm not being held hostage by my misinformed, no listening son telling me what to wear or not wear. don't ask me why the little kitty girl decided to go to sleep like this. i guess she got too tired playing with the medical glove that she somehow found somewhere. i think everyone in my house is insane, including the cats. happy 4th y'all! what, so you can't keep an nine and a half foot tall werewolf in your yard in ohio? what is this world coming to? i was wildly surprised to see this on a google search when i typed in ""is the un evil""...... i cannot believe it was the first search to pop up, given that it was google after all. it's a pretty good quick read about what the un actually wants. happy ""thank your dad for liking vagina"" day . otherwise you wouldn't be here to read this text."
131,1767101,"where there is no jesus, evil always reigns... phil robertson fafo anthem! fjb! let's go fishing! aaron  number of arrests..., zero!  the administration is not serious about the illegal alien problem until they do this to anyone hiring or sheltering illegal aliens. "
134,408254,"here is #rayepps in video telling protesters to enter the capitol. yet, no prison time? #fbiplants get sweetheart deals... #mercola: study shows #vitamind reduced #dementia risk by 40%a study in a cohort of 12,388 persons showed that vitamin d exposure over 10 years could lower the risk of dementia by 40%; women in the study experienced a greater benefit than menthere is a synergistic effect with #magnesium, #vitamink2 and #calcium and an imbalance may raise the risk of heart attack and stroke; the only way to determine how much #sun exposure or supplementation you need is to test your vitamin d levelboth #sunshine and #vitamins give vitamin d! why fauci should be charged with murder: 1. the statute of limitations never ends for murder. 2. fauci played a key role in the conspiracy to use hundreds of foster children for forced toxic drug experiments resulting in hundreds of deaths. their pretentious committees, bogus legal cover, and passing the buck of blame, do not justify the murders. 3. numerous books and investigative journalists have documented the evidence of involuntary experiments on children, without proper legal representation for the children. -john solomon found 465 children subject to niaid trials and only 1/3 had the required 'legal advocate' representing them   the legally required minimum. pg. 247 #realanthonyfauci -#verasharav, director of #ahrp, investigated and found that many foster children subjected to forced experiments were perfectly healthy. pg. 248 #therealanthonyfauci -dr william thompson disclosed that top #cdc officials forced him and others to lie about vaccine injuries and destroy data. pg 244 #realanthonyfauci #liamscheff has documented eyewitnesses, such as mimi pascual, explaining the torturous and deadly treatment at the #icc link - #drdeath #americanmengele #killerfauci #medicalmanslaughter #medicalconspiracy #medicalfraud #medicaltyranny #fdacorruption #cdccorruption #niaid #medicalmafia"
143,199229,"the dc patriot cartoon of the day july 6, 2022:  biden-democrat disaster  2,000 mules update: huge audiences, sold out theaters, despite what mainstream media is reporting thousands of arkansas teens gather at high school football stadium to worship jesus (amazing video inside) herpes infection possibly linked to covid-19 vaccine, new study says"
144,3009729,"i am discovering one of the almost paradoxical characteristics of fundamental drivers of the liberal mind is they tend to be more a type a personality than we would think. whereas in the past this was more common in politically neutral professions, i.e. engineers, cpa's, etc, where precision was a matter of pride and could be counted on, this mentality seems quite present across the liberal spectrum. the big difference now is it is not professionally driven, but of course emotional, and if you push a little, it is just an explosion of emotion. no substance really. almost as if they know they have no real basis for their stance, cannot actually back it up, but the type a control trigger demands they are right regardless. there may be a useful clue in this observation gor either fighting them, or awakening them. just depends on how much you want to do of either, and if its worth it....lol."
151,1041392,"the way holy scripture describes how worshipping god ought to look like seems more catholic than the way any protestant denomination's attempt to worship god.hard truths to follow. the thief on the cross was saved because of the grace mary prayed onto him.god answered his mother's prayer. if you do not believe that remarrying after divorce is a sin, you are essentially a communist. it's sad that protestants cannot recognize the woman that incubated and birthed the creator of existence. serving christ is, literally, the only thing that matters."
161,1546529,"the secret history of the federal reserve they don't want you to know fidelity says gold possible as fed cuts, dollar drops ray dalio: why 15% of your portfolio should be in gold or bitcoin #bitcoin #crypto #silver #retirement #gold executive order 6102: how the u.s. made gold illegal"
164,5176004,"life in the ussa.""there's no way to rule innocent men. the only power any government has is the power to crack down on criminals. well, when there aren't enough criminals, one makes them. one declares so many things to be a crime that it becomes impossible to live without breaking laws.""   ayn rand ""government is the great fiction, through which everybody endeavors to live at the expense of everybody else.""   frederic bastiat  ""any fool can make a rule, and every fool will mind it.""   cousin woodmanand every cop will enforce ""not one of our 18 intelligence agencies reported that iran had nuclear capabilities."" - shawn ryanthe shocking part of that statement is that we have 18 f***ing intelligence agencies! ""the aim of public education is not to spread enlightenment at all, it is simply to reduce as many individuals as possible to the same safe level, to breed and train a standardized citizenry, to put down dissent and originality.""   h l. mencken"
167,6687924,"as some of you might have heard, collective shout has been on the warpath, banning and censoring companies using payment processors as a proxy to do so. the short of it is they are ""asking"" - bullying - payment processors to drop support for websites, it's gotten so bad that japan is suing them for antitrust when they tried to block payment processing for anime and manga. luckily, someone has started a petition to bring more attention to this and ask for more decisive action from our government.make no mistake, this is about controlling media and censorship. they might say it's about protecting the over-sexualization exposure to young individuals. however, their actions say otherwise, and their hypocrisy goes even further if you look into it. so, if you have a moment, please sign this petition, help protect our right to purchase what we want, protect content creators, and protect the freedom of expression:"
168,1687823,"   trusting an appointed board? what does one city council member's opinion on hura have to do with hura budget talks? why are people ok with appointed boards spending millions of taxpayer money? the function of an urban renewal board can be done by the city council.here is a link to the whole hayden urban renewal agency meeting. this clip is from about 50 minutes into the video. trusting an appointed board? what does one city council member's opinion on hura have to do with hura budget talks? why are people ok with appointed boards spending millions of taxpayer money? the function of an urban renewal board can be done by the city council.here is a link to the whole hayden urban renewal agency meeting. this clip is from about 50 minutes into the video. i am not a fan of national monuments. they usually prohibit use of the land by the public for hunting, snowmobiling, etc. they are also used, at times, to grab water rights. consider signing this petition."
179,3415507,"good afternoon everyone my name is logan and i am the owner and lead smith at brackin blades forge . we will mainly post about our work and some conservative posts concerning politics. we are thankful for a platform where free speech is welcomed. we also have an awesome youtube channel where we make crazy swords and weapons. please go to our website to learn more about us. feel free to reach out to us for any questions concerning knives or blades. we love to talk about it. us out and reach out to us for your next edc, kitchen, our multi use knife!"
185,12321,"they jailed one of the boat people for piloting the dinghy. apparently he got the  700 funding for the trip from humanitarian cia not told about uk demand to apple, which would have enabled uk government to see us citizens data. black man has a wank in front of a woman on the northern line tube. the speedy, fast, effective, crime solvers at british transport police issue a suspect photo almost exactly 6 fucking months"
191,1548931,"the trump team negotiated the usmca with canada and mexico, replacing the nafta. it was passed and ratified in all three countries by 2020. trump has now just shit all over it. the entire world now knows a trump administration is absolutely unworthy of trust."
192,2437109,"good morning!have a safe and blessed memorial day weekend as we honor those who made the ultimate sacrifice for our freedom.if you re looking for patriotic music to enjoy this weekend, please give a listen to my latest pro-america song.god bless america"
