,account_id,content
400,6378969,"billion from the saudis for jared, trademarks from china for ivanka, a luxury jet from qatar for don jr. looks like the trumps are hosting a worldwide clearance sale of american influence. don t forget he also launched the 'america golden card,' selling access to the highest bidders. now it s all coming together: the trump administration business model was always about monetizing the presidency.#bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga#impeachtrumpnow #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga#impeachtrumpnow #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga#impeachtrumpnow well said!!  #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue last week: trump org drops a cool billion on a fancy golf course in qatar.today: qatar slides trump a shiny new private jet like it s no big deal.yeah, #maga... total coincidence. nothin  to see here?   #bluecrew #bluecirclefamily  #bluepetpatrol   #antitrump #antimaga#impeachtrumpnow norm eisen is angling to find a prosecutor to go after trump for his crypto holdings. he gives a big wink before saying it's the worst of all trump's corruption, emphasizing the surface of attack that 40% of trump's net worth is in crypto.#bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga#impeachtrumpnow the trump administration's chaos, from blocked appointments to mishandled scandals, shows how prioritizing loyalty over competence is hurting the country and undermining effective leadership.  #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #antitrump #impeachtrumpnow #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga    #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga    #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga    #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga    #bluecrew #bluecirclefamily  #bluepetpatrol  #thisiswhywefight #resistance #resist #truthwarriors #antitrump #antimaga #impeachtrumpnow welcome to germany in the 1930s   #bluecrew #bluecirclefamily  #bluepetpatrol  #thisiswhywefight #resistance #resist #truthwarriors #antitrump #antimaga #impeachtrumpnow he doesn t want anything regulated. he s all for profit not safety   #bluecrew #bluecirclefamily  #bluepetpatrol  #thisiswhywefight #resistance #resist #truthwarriors #antitrump #antimaga #impeachtrumpnow #bluecrew #bluecirclefamily  #bluepetpatrol  #thisiswhywefight #resistance #resist #truthwarriors #antitrump #antimaga #impeachtrumpnow casey means is unqualified to be u.s. surgeon general.  #bluecrew #bluecirclefamily  #bluepetpatrol   #proudblue #resist #resistance #truthwarriors #antitrump #antimaga#impeachtrumpnow welcome to germany in the 1930s   #bluecrew #bluecirclefamily  #bluepetpatrol  #thisiswhywefight #resistance #resist #truthwarriors #antitrump #antimaga #impeachtrumpnow #bluecrew #bluecirclefamily  #bluepetpatrol  #thisiswhywefight #resistance #resist #truthwarriors #antitrump #antimaga #impeachtrumpnow #bluecrew #bluecirclefamily   #bluepetpatrol   "
576,6014236,"that's the real weather modificationit's simple thermodynamics every single day around 5.2 billion gallons of water moisture is emitted into the atmosphere via burning fuels like gasolinethe catalytic converters turn that into a less damaging byproduct but it also turns it into sulfur dioxide which when mixed with water creates sulfuric acid.keep burning it or we'll all die of abject poverty though     apparently asymmetric disclosure means those who have ""subcontractor"" status are planning a possible tactical nuke type ufo/alien information dump with deadman switches  i give trump a zero percent chance of making them happy with any ""fake"" disclosure israel stopped baby formula from reaching gaza which has actually lead to babies starving to deathrepublicans aren't pro life, they were just using it as a weapon against women forcing them to give birthi equate that with things like violent rape "
649,5971582,"jesus said to love everyone including your enemies. that means the poor. that means the rich. that means black people. that means immigrants. that means people with tattoos and piercings. that means gay or trans people. that means liberals. that means conservatives. that means drug addicts. everyone means everyone because he died for everyone. maybe diddy will invite trump to his parties! we know the trump admin has the files so one of three things is happening. he s not releasing it because he s in it. he s not releasing it because his friends are in it. both. @maizefarms trumps protecting pedos including himself. @finethen trump probably did the same with his daughter let s be honest. @finethen it s been 9 years and he still hasn t lmao you got played. @finethen so he s protecting the clintons then? @finethen you guys ever have any new material? trump isn t a dictator we re allowed to make fun of him. why didn t he lock up hillary or at least pursue charges against her? jessica dotty whitaker same clown that whined endlessly about censorship. trump got and is still getting money from the israel lobby and jewish donors it s really not that big of a sacrifice. it s trumps government now there s zero excuse for why he can t release the epstein files. waiting for trump to release the files. release the epstein files. and trump cultist say the left can t meme these memes are terrible lmao. it was the democrats that made him go to the island and rape kids guys not his own free will! america is slowly morphing into the weimar republic on steroids. at most the trump administration has only deported a little over a thousand and more third worlders are coming not off to a very good start... if republicans lose tonight it s 100% their fault.they could have stopped the fraudulent election in 2020 but instead they ignored us.they could be fighting tooth and nail every day to fight for the j6th prisoners but none of them lifted a finger.they could have wielded their power when they controlled the senate,house and white house but didn t.i didn t vote because republicans didn t earn my vote you want it you earn it.i m so sick of being told that i have to vote why exactly?so republicans can investigate 24/7 with zero results?in my state especially its rhinos and i will not vote for them."
700,1477975,"@ssolek @bimboairways @rafko @memphis1984 @jam1 @seize_the_day and trump just told my governor no to billion of federal money for our planned 800 miles of high speed rail network, since we haven't been able to build a single mile of it in 17 years. @maddyjc @ssolek @bimboairways @danresist45 @voltairecommonsense @jam1 @rafko mamdani will not only release that 200+ times arrested beer pilferer, he'll have the nypd give him a 12 pack of taxpayer funded modelo on his way out the door. @machetepepe @disco @815o @jay_know @memphis1984 @machetepepe @memphis1984 @hildolfr @bimboairways @jam1 @ssolek @rafko @danresist45 @maddyjc @justspring @ssolek @rafko @815o"
702,2226850,"the democrats know how to build a movement and a resulting powerful, dominating party. they knew it had to start from the bottom up. think about it. we all expend a tremendous amount of our time and energy on the national political scene. it is a waste. our founders set a system of representative government that meant for your most influential politician in your life to be your mayor!! simply because that is where monumental change in the country's discourse starts ! you may have intimate knowledge of politics on a national scale, but can you name your mayor, your school board members, your county commissioners and aldermen ? the real power in your involvement of politics begins just down the street and an understanding of what your local tax is providing you."
862,1547532,"enough is enough....earn it? taxed.spend it? taxed.save it? taxed.invest it? taxed.own it? taxed.sell it? taxed.live in it? taxed.drive it? taxed.eat, drink, smoke it? taxed.gift it? taxed.die? still taxed.meanwhile? they waste it.what's the damn point?? fuck 'em.   ""the individual has always had to struggle to keep from being overwhelmed by the tribe. if you try it, you will be lonely often, and sometimes frightened. but no price is too high to pay for the privilege of owning yourself.""    beware the irrational, however seductive. shun the  transcendent  and all who invite you to subordinate or annihilate yourself. don t be afraid to be thought arrogant or selfish. picture all experts as if they were mammals. never be a spectator of unfairness or stupidity. seek out argument and disputation for their own sake; the grave will provide plenty of time for silence.   christopher hitchens predictive programming?   almost as if it was want to delete facebook but also want to keep photos, lists, etc? here's step by step instructions on how to do so! enjoy your new found freedom from censorship!!   ""what did father use to say? everything before the word ""but"" is horse shit...."" ~john snow got"
863,1874169,"just learned that our beautiful banyan, lady banyana, apparently came from banyans brought to ft myers fl in the 1800's by thomas edison!! we had no idea...ours is said to be over 100 years old but no one really knows....she is beautiful and was the inspiration for the title poem to my book, gnarly roots...gnarly rootsthe gnarly roots of the old banyan treedesperately scratchat the groundin an age old attempt to claw their wayto the heavenswhile branching outshades the anxiety of the searchand provides shelterfrom the storms and respiteto the gamely fights and scarsthat always transpire underneaththe real arboreal aspiration is manifest in the elder entanglements of girthand the trunk full of treasuresburied in the earthas the roots stay firmly groundedto support the timeless expansionof the natural urge to be higher and of our constant wonderingjust when will we findthe star seedsthat planted us here in the first place  autumnthe first day of fall arrived early this yearnot that it sometimes does notbut once again the season changedno pealing of the church chimesnot a hint of myrrhing aromanor a scent of fragrant frankincenseto mark such a lofty engagementjust another dayanother shifting from summer to fallmore a day of sad farewell to that last lusty embrace of summer s warmthand all of the fun in the sun that was had by alland now we just wait with resignation knowing that winter is nearas we prepare a warmer spotamidst the moves and rearrangementsnot that we really careabout the seasons and the timeswe know they come and reoccurbut it is always the fall that colors its way inwith a different and alluring sensein the annual scope of changesexcept for those who live with the soiland extract their faith from dirtand sweat and toilfor those who work without a shirtthey know it s time to take stockjust another dayanother shifting from summer to fallmore a day of sad farewell to summerand all of the fun that was had by alljust another seasonin the cycle that circles onand ondelray beach    a great    the war in ukraine marks the end of the american century, by mike whitney - the unz review      excellent update on  "
895,5708106,   holy shit.....this theory is g e n i u s. i had never considered this perspective until now and it makes the absolute most sense!!! think about how much is coming out about the jabs....they're getting ahead of the narrative that's about to be exposed.   #abortionrights #supremecourt #roevwade #protests #abotrionactivists #abortionprotest #scotus #climatechange #antifa
924,1266631,"i heard that a reporter went to lindsey graham's office to interview him on gaza. upon arrival, the reporter and her staff caught mr graham jerking off to videos of palestinians getting bombed and starving to death on instagram. is this true?"
1040,237876,"""der theologe und freiheitska mpfer thomas mu ntzer (1489-1525) focht fu r die befreiung des bauerntums durch die unterjochung durch den adel und ka mpfte in den deutschen bauernkriegen, der ersten richtigen deutschen revolution. er wurde 1525 durch heimtu cke in der schlacht bei frankenhausen gefangen genommen und spa ter ermordet. thomas mu ntzer gilt als einer der vorstreiter des einfachen volkes gegen unterdru ckung und willku r.""unvergessene deutsche des deutschen vaterland - ernst moritz arndt, 1813: #deutschland #germany was ist des deutschen flagge? ""nie wollen wir mehr ringen, welch' flagge zu besingen: uns schwarz-rot-gold und schwarz-wei -rot hier weh'n und beide ungetrennt in ehre steh'n!"""
1237,3887182,@senexbarbatus @jiggityjig good for you .. and your family! tv was very new when i was young (and we didn't have one till i was 8) and there weren't many 'commercials' except around christmas when they introduced a 'santa' show that seemed to both have ads and be an 'ad' in itself for children's toys. my parents sat me and my brother down right away and began to show us how to figure out the difference between truth and lies in advertising. that training stuck with me all my life. i also have blocked all ads on the web. tried that technique with my daughter but it apparently didn't work very well. she's a liberal. @whiskeygirl420
1245,56239,"this sedition? anyone pls answerpolitics2020 electionthe secret history of the shadow campaign that saved the 2020 election ......suddenly, the potential for a november meltdown was obvious. in his apartment in the d.c. suburbs, podhorzer began working from his laptop at his kitchen table, holding back-to-back zoom meetings for hours a day  with his network of contacts across the progressive universe:  the labor movement; the institutional left, like planned parenthood and greenpeace; resistance groups like indivisible and moveon; progressive data geeks and strategists, representatives of donors and foundations, state-level grassroots organizers, racial-justice activists and others. in april, podhorzer began hosting a weekly 21 2-hour zoom. it was structured around a series of  rapid-fire five-minute presentations on everything from which ads were working to messaging to legal strategy.  the invitation-only gatherings soon attracted hundreds, creating a rare shared base of knowledge for the fractious progressive movement.  ......anat shenker-osorio, a close podhorzer friend whose poll-tested messaging guidance shaped  the meetings became the galactic center for a constellation of operatives across the left who shared overlapping goals but didn t usually work in concert.   the group had no name, no leaders and no hierarchy, but it kept the disparate actors in sync.   pod played a critical behind-the-scenes role in  keeping different pieces of the movement infrastructure in communication and aligned,    says maurice mitchell, national director of the  working families party.    you have the litigation space, the organizing space, the political people just focused on the w, and their strategies aren t always aligned. he allowed this ecosystem to work together.  ......as 2020 progressed, it stretched to congress, silicon valley and the nation s statehouses. it drew energy from the summer s racial-justice protests, many of whose leaders were a key part of the liberal alliance.    and eventually it reached across the aisle, into the world of  trump-skeptical republicans  appalled by his attacks on democracy.   timelessscribe @pplbaffleme @pazzo723 @suppleman459 @svagdis @jokilema @b1llyb @trish_arruda @jandqo@deplorablecory @dunedain_of_arnor @rolling_quest @hapglamper @stilosa0 @eralesse @luckyl @nobolseviki @oldsilk @mommag1 @sdg17 @talkitwalkit1 @crawfishfestival @babs59 @swampdrainx @books304 @moecowbell56 @jweibs38 @rosannamarcum @caddiguyfirst @zxoicks @oilgypsy @sickofitall76 @bluejingoe6 @emeraldgirl @rawatnight"
1362,1945167,"   i'm pretty sure i know what happened here. most dog trainers are brutai. never ieave your dog aione with a trainer, or at a boarding kennei. they aiso shouid have inciuded nikoia tesia: ""  i consider vegetarianism as a recommended starting point for giving up on established barbaric habits... every effort should be made to stop the vicious and cruel slaughter of animals, which can be devastating to human morale...     ""on earth as it is in @doesnotplaywellwithstupid having been in the trenches fighting for animais over severai decades, getting the iaws passed is easier than getting enforcement of them. many pounds (i don't caii them sheiters, they made up that term themseives in 1979 to counter the bad publicity) have committed crimes of crueity to animais themseives, and aiso victimized peopie who are heiping animais and trying to expose the crueity of ""sheiters.""recentiy i reported to the iocai ""humane society"" that neighbors behind me, from what i have witnessed and heard, are keeping a dog confined in a fibergiass enciosure in their backyard and treating it cruelly. the ""humane"" society made an appointment with the perpetrators for a future visit, one week from their phone caii, to conduct an ""investigation."" the perpetrators had a week to stage the scene, and so the enciosure covered with a tarp, where the dog had been kept, became a ""greenhouse"" for piants by the time the ""humane"" officer moseyed out there.there was no reai investigation, and my report was declared ""unfounded.""there are at ieast 5 peopie from different backgrounds iiving there, the yard is heaviiy double fenced, and there is an electronic monitoring system aii around it. in my younger days i personaiiy removed abused dogs from bad situations. it's no ionger possibie to do that, and the ""authorities"" are more concerned with the owners' rights than getting to the bottom of what they're doing to that dog."
1388,1336567,really don t like trump and his cronies use my profile picture to make me a campaign post for the democrats.only serious submissions accepted. don t be morons about it - i have a memory remember whose behind me on this?
1400,3831557,"qanon is the biggest hoax we have seen in our lifetime. possibly ever. how can anyone still believe any of it? i am very interested to see what happens when trump doesn't show the ""proof"" of all the conspiracy theories, like hollywood and democratic sex pedophilia rings, jfk jr. still alive, etc...this ""biblical"" farce that they are all waiting for, thinking trump is some sort of ""savior"" come to save us all is insanity at it's highest level. it's blasphemy for one thing. wake up people. please. make no mistake. those of you, (which i would say most) that call themselves ""patriots"" under the guise of trumpism in god's name, (which is crazy and wrong to act this way in god's name) are not patriots. you are nationalists. also many, many, of you are cultists who have been radicalized to the point you don't have a clue. here is an explanation of the difference between a patriot, and a nationalist. found in the stanford encyclopedia of philosophy under patriotism~~~ george orwell contrasted the two in terms of aggressive vs. defensive attitudes. nationalism is about power: its adherent wants to acquire as much power and prestige as possible for his nation, in which he submerges his individuality. while nationalism is accordingly aggressive, patriotism is defensive: it is a devotion to a particular place and a way of life one thinks best, but has no wish to impose on others (orwell 1968, 362). this way of distinguishing the two attitudes comes close to an approach popular among politicians and widespread in everyday discourse that indicates a double standard of the form  us vs. them.  country and nation are first run together, and then patriotism and nationalism are distinguished in terms of the strength of the love and special concern one feels for it, the degree of one s identification with it. when these are exhibited in a reasonable degree and without ill thoughts about others and hostile actions towards them, that is patriotism; when they become unbridled and cause one to think ill of others and act badly towards them, that is nationalism. conveniently enough, it usually turns out that we are patriots, while they are nationalists (see billig 1995, 55 59).~~~~"
1439,4170170,"jesus paid for your sins. you can trust him. (not just because he died for you, but also... because, well... he has a great sense of humor!). even if you voted in the neo neo nazi regime... you can be forgiven through his ocean of love! = #bidenadministration. did you vote for nazis? real nazi's??? like... brown shirt nazi's... the one's who flew the antifaschistische aktion flag in both 1930's germany and 2who currently now fly it in america? who's playbook you are now living by? well... did you? little hint... just because you hate fascists does not mean you are not a nazi... shakespeare epitomized it... 'me thinks thou protesteth too much.' "
