account_id,content
104433,1
104448,7
104529,9
104539,2
1045830,1
1046084,35
10462,1
1046256,3
1046353,40
1046620,2
1046971,2
1047364,5
1047580,4
1048082,8
1048165,11
1048185,1
1048294,4
1048450,18
104878,29
1048799,4
1048893,6
104926,16
1049328,3
1049346,1
1049372,1
1049503,1
1049566,5
104971,8
1049993,16
105007,1
105011,2
105016,3
1050370,23
1050474,1
1050545,2
1050648,1
1050911,22
1051061,1
1051126,2
1051257,1
1051670,28
1051769,28
1051973,1
1052217,1
1052374,6
1052516,25
1052620,2
1052697,2
1053782,1
1054075,24
1054174,17
1054351,1
1054355,1
1054368,1
1054488,1
1054884,1
1054968,1
1055319,8
1056218,1
1057082,1
1057316,1
10574,4
1057428,1
1057528,3
1058315,35
1058327,2
1058512,2
1058622,19
1058649,1
105871,16
105874,1
1058756,16
1058917,2
1059292,5
1059342,1
105936,2
1059734,13
1059876,1
1060065,10
1060155,1
1060268,2
1060293,15
1060509,5
1060746,6
1060778,1
1060831,5
1061131,6
1061235,1
1061320,4
1061418,3
1061525,10
1061663,1
1061672,1
106215,5
106237,3
1062718,1
1063039,12
1063105,3
1063298,2
10633,1
1063361,11
1063516,5
1063718,2
1063745,21
1064197,2
1064434,12
1064633,2
1064704,2
1064721,42
1064932,5
1064944,1
1064960,26
1065008,11
1065273,34
106573,20
1065836,1
1066386,1
106644,1
1066456,19
1066485,5
1066545,1
1066572,2
1066586,9
1066683,4
1066733,2
106692,1
1066972,1
1067070,1
1067133,3
1067198,2
1067283,4
1067382,1
1067491,1
1067936,3
1068129,89
1068414,4
106854,2
1068587,1
1068652,1
1068660,1
1068728,1
1069041,1
1069078,2
1069080,1
106909,2
1069243,23
1069657,3
106991,52
1070447,4
107048,1
107103,1
107110,1
107125,4
1071474,1
1071477,18
1071767,3
1071845,24
1072088,4
1072095,5
107219,1
1073094,16
1073114,5
1073184,1
10735,2
10736,3
1073848,23
107387,1
1073972,2
107415,2
1074219,4
1074408,20
1074427,41
107446,2
107463,2
107472,1
1074988,1
1075018,5
1075080,5
1075168,4
1075182,9
1075398,20
107544,1
1075670,1
107568,12
1075755,3
107581,6
1076184,6
1076214,2
1076446,5
1076550,4
107680,4
1076920,6
107695,2
1077028,1
10773,3
1077316,1
107764,2
1077640,3
1077666,2
107776,19
1078296,1
1078611,1
107888,1
1079305,1
1079641,1
107966,1
1079725,6
1079893,1
1080028,5
1080048,1
1080140,90
1080480,4
108061,5
1080897,5
108121,1
1081391,1
108161,4
1081638,1
1081646,4
108175,2
108213,3
1082411,2
1082462,6
1082515,13
1082931,1
1083080,5
1083113,1
1083125,1
108318,1
1083262,4
1083621,5
1084078,1
1084149,5
1084222,10
1084248,1
1084421,1
1084543,3
1084852,3
1084862,5
1085001,34
1085077,1
1085933,3
1086430,4
1086570,4
1086634,2
1086795,38
1086855,10
1087125,1
1087283,16
1087306,1
108734,1
1087682,1
1088331,3
1088375,1
1088433,5
1088503,7
1088604,4
1088665,4
1088991,4
1089010,5
1089237,5
1089595,5
108979,1
108989,1
108992,24
1090094,2
1090620,15
1090624,1
109084,1
1091239,4
1091350,1
1091779,2
1091797,7
1091961,65
1092045,1
1092483,1
1092628,1
10927,9
109282,1
1092838,4
1092892,1
1092932,1
1092951,5
1092980,4
109322,16
1093331,4
10935,1
1093611,4
1093636,4
1093915,11
1093976,4
1094125,9
1094304,1
1094435,30
1094731,51
1094792,16
1095039,3
1095044,44
1095246,6
1095434,1
1095505,1
1095575,8
1095717,18
109572,1
109595,21
1096071,2
1096185,1
10964,2
109648,9
1096573,5
109665,4
1096698,3
109679,4
109683,21
1096926,4
1097142,4
1097545,24
1097574,1
1097775,2
1098275,1
1098448,2
1098701,34
1098860,1
1098897,1
1099042,1
1099165,2
1099382,23
1099478,5
109965,3
1099989,4
1100020,2
110030,11
110064,1
1100743,1
1101010,1
1101016,2
1101062,15
110116,62
1101299,3
1101320,1
1101486,1
1101849,5
1101884,11
110198,1
1102034,2
1102155,5
1102157,4
1102288,1
110236,10
110256,1
1102670,1
1102709,2
1102890,1
1103074,1
1103289,5
1103292,15
1103338,1
110391,1
1103957,2
1104107,3
1104168,5
1104193,1
110439,1
1104456,1
1105019,4
110520,2
110522,6
1105266,5
110537,2
1105452,17
1105493,5
1105558,1
1105764,1
1105885,1
1106025,1
1106108,3
1106201,7
110626,1
1106278,15
1106396,21
1106809,1
1106913,3
110707,5
1107447,2
1107792,2
1107805,1
1108330,4
1108976,1
1109113,19
1109854,1
1109940,18
111021,4
111032,1
111033,14
1110884,42
1110987,42
1111134,11
1111239,1
1111393,1
1111462,3
1111618,1
1111694,1
111176,5
1112133,1
1112446,1
111246,2
1112501,1
1113130,1
1113132,1
111325,2
1113269,3
1113377,364
1113789,1
1114012,1
111412,3
1114549,1
1114869,3
11150,5
1115077,1
1115213,2
1115230,1
111530,6
1115753,1
111589,3
1116149,1
1116276,14
111639,2
1116699,7
1116835,1
1116928,1
1117042,1
1117117,20
1117554,1
1117609,1
1117682,1
1117982,4
111799,4
1117996,5
1118057,2
1118319,1
1118446,9
11185,25
1119247,5
1119590,2
1119751,11
1120138,5
1120360,1
11205,1
1120528,1
1120825,1
1120859,21
1120865,2
1121067,4
1121279,12
112130,1
1121322,4
1121367,3
1121375,1
1121386,1
1121640,1
112173,6
1121743,2
1121958,1
112196,1
1122099,15
1122124,2
112220,1
1122242,1
112235,12
112265,20
1123054,2
112330,1
1123374,5
1123545,1
1124253,9
1124464,2
1124556,9
1124641,1
1124746,1
1124976,3
1124999,1
1125086,1
1125166,1
1125221,2
1125303,1
1125573,1
1125639,1
112564,3
1125739,1
1125919,5
1125931,3
1125961,2
1126117,15
1126288,1
1126607,12
1126817,4
1126964,1
1126984,4
1127033,5
1127618,2
1127643,15
1127645,1
112781,1
1127863,5
1127931,2
1128358,1
1128559,20
112876,19
1128904,5
1129542,91
1129597,1
1130281,2
1130469,9
1130574,5
1130841,2
113113,18
113126,2
113146,87
1131572,22
1131588,1
113170,11
1131964,1
1131988,4
1132054,1
1132161,29
1132426,2
1132483,21
1132486,1
113257,5
1132750,3
1132836,1
1133512,1
1133518,1
1133591,20
1133600,1
1133601,1
1133604,3
11343,13
1134376,1
1134533,1
113461,16
113471,2
1135363,19
1135394,33
113550,1
1135509,2
1135574,2
1135774,3
113586,3
1136106,1
113634,4
1136346,4
1136405,8
1136453,3
113648,5
113673,1
1136864,14
11372,2
1137226,1
1137235,1
1137318,2
1137406,1
1137513,5
1138286,1
113850,15
1138579,5
113858,4
1138676,17
1138738,4
1138936,6
1139113,1
1139276,2
11400,2
1140205,2
1140704,30
1140849,3
1141180,50
114126,59
1141558,1
1142460,20
114252,1
1142687,9
1142714,2
1142777,27
1143159,3
1143255,2
1143266,1
1143329,5
1143769,1
1143789,1
1143846,5
1144112,1
114418,2
1144436,1
1144533,1
1144676,19
114479,3
1144989,2
1145011,1
114510,2
1145136,4
1145443,3
1145503,1
1145696,1
11460,6
1146057,7
114672,1
114673,1
1146938,1
1147129,3
1147223,12
1147239,19
1147267,4
1147346,4
1147430,1
114744,8
1147505,5
1147636,5
1147712,28
1147727,17
1147742,1
1148013,4
114812,8
114818,2
1148315,5
1148615,6
1148650,21
1148736,5
1148841,24
1148963,1
1148996,1
1148997,1
1149288,3
114930,1
11494,2
1149434,109
1149673,44
114977,13
1149778,2
1149785,1
114991,22
115003,1
1150123,1
11502,3
1150330,19
115040,14
1150439,3
1150638,1
11517,1
115170,4
11520,2
115278,1
1152857,3
1153,7
1153097,18
1153199,3
1153693,6
11539,11
11541,2
1154118,24
1154145,1
1155277,3
1155328,2
1155341,2
1155395,1
1155565,1
1155661,2
1155669,4
1155679,3
11557,1
115585,1
1155997,38
115601,17
1156362,1
115644,5
1156442,3
1156484,1
1156956,2
11573,1
1157831,1
1157866,55
1157893,22
1158946,1
1159030,3
115920,2
115940,1
116010,2
1161626,21
116296,1
116412,5
116434,1
1165603,1
1165719,1
1165935,2
116636,3
116665,20
116690,1
116700,3
116714,1
116762,4
116852,1
117051,18
117129,14
117198,8
11722,2
117253,4
117339,2
117416,4
1175061,16
1175094,1
1175538,2
1175979,5
11760,1
1176037,8
1176407,6
1176423,5
1176509,1
1176718,2
117683,19
117702,2
1177313,29
1177475,1
1177647,1
1177951,3
117798,14
1178386,1
117846,10
1178745,3
1178817,1
1179679,3
117983,54
1180009,4
1180244,7
118057,3
1180649,4
11810,21
118106,2
1181996,1
1182216,1
1182255,1
1182259,7
1182335,1
118240,3
118249,1
1182930,2
118311,1
1183262,5
118351,2
1183672,3
1184004,2
1184296,1
1184338,1
118443,5
1184642,3
1184843,15
1185028,1
1185166,1
1185323,1
118534,1
1185525,6
1185531,15
1185545,1
1185706,2
1185844,3
1186026,1
1186099,6
1186111,7
1186140,1
1186225,3
1186246,13
1186395,1
118650,1
118704,2
118829,1
119142,2
1192169,1
1192324,47
1192470,5
1193257,1
119338,2
1194035,3
1194140,2
119453,20
119554,8
119555,17
1195877,2
119600,9
1196254,5
1196260,3
119643,6
119681,1
1196861,1
1196933,1
1197267,2
1197341,2
1197669,23
1198694,2
1198924,7
11991,6
1199322,3
119934,7
1199756,5
1200201,1
1200233,3
12003,1
1200389,3
1200430,3
120046,7
1200473,1
120070,4
1200796,1
120105,1
1201212,1
1201247,1
120183,2
120220,6
1202233,1
1202245,1
120226,1
1202356,5
1202494,20
1202800,1
1202859,17
1202964,4
1203557,30
1203598,4
12039,1
120393,2
1203972,2
120414,20
120418,20
120461,4
1204635,4
1204645,5
1205296,8
1205453,1
12056,2
1205687,8
1205742,3
120587,8
1206086,2
1206135,2
1206139,62
1206378,1
1206441,3
1206870,49
1207184,1
120731,5
120814,3
1208145,22
120872,5
1208791,43
1208811,1
120886,9
120906,1
1209236,9
1209292,3
121001,1
121013,39
1210271,3
1210415,17
121075,12
1211199,8
1211412,1
1211424,7
1211433,4
1211906,7
121196,12
121204,1
121213,3
1212578,3
1212709,6
1212958,2
1213294,6
121352,1
1213526,2
1213528,20
1213538,4
1213744,1
121395,8
1214005,19
12141,3
1214159,4
1214260,11
1214512,1
1214514,13
1214607,1
121464,1
121466,1
1214714,1
1214890,5
121491,1
1215298,2
1215490,2
1215643,5
1215871,64
1215990,3
1216164,1
1216301,14
121674,1
1216822,14
1216825,2
1216889,6
1216893,41
1217531,1
1217603,1
1217616,1
1217631,1
1218068,23
1219138,1
12192,6
1219221,1
1219237,4
1219587,19
1219678,5
1219932,3
1220056,5
1220281,137
122053,8
1220542,2
1220697,6
1220747,7
1220879,5
122105,30
1221403,1
1221543,1
122168,48
1221747,1
1221859,5
1221899,1
1221905,1
1222024,5
1222031,2
122293,2
1223172,1
1223750,2
1223786,18
122402,2
1224020,1
1224043,1
122443,1
1224490,2
122468,21
1224706,1
122502,1
1225100,1
1225105,4
1225343,1
1225409,6
1225633,14
1225768,47
122614,3
1226158,14
1226657,25
1226690,17
122684,1
1226907,1
122702,5
1227193,1
122745,1
1227510,1
1227553,3
12277,1
122812,2
122852,2
122860,7
122870,12
122884,4
122889,2
122914,1
1229175,2
1229204,5
122922,5
122965,17
1230012,1
123006,1
1230390,1
12306,1
123093,6
1231124,4
1231397,4
123143,3
1231605,1
123188,13
12321,3
1232127,3
1232647,1
1232689,12
1232737,5
1233116,3
1233309,2
1233630,2
123405,3
1234075,1
1234251,1
1234341,5
1234354,1
1234583,2
1234797,1
1235013,1
1235016,2
1235298,3
1235719,2
1236014,1
123617,48
1236297,3
123636,6
1236399,1
123647,1
1236480,1
1236536,1
123665,1
1236654,2
1236880,1
123696,4
1237043,17
123705,3
1237112,11
123725,1
1237342,1
1237453,2
1237675,4
1237844,1
1238026,20
1238247,5
1239045,2
1239208,1
123931,2
123933,23
1239579,1
1240327,5
1240483,21
1240486,6
12407,53
1241018,1
1241022,1
1241041,8
124135,1
124145,5
124201,1
124210,9
12425,1
1242717,29
1242830,1
124291,1
1243117,15
124314,66
124320,3
1243236,2
124347,5
124369,2
124386,2
1243887,1
12439,8
1244098,2
124431,2
1244417,1
1244780,1
124482,31
1244868,3
1244937,1
1244976,1
1245034,28
1245243,2
1245291,7
124562,1
124571,15
1245813,3
1245942,5
1246074,2
124621,4
1246306,3
124649,1
1246534,4
1246790,1
1246875,7
12474,1
1247989,1
124837,1
1248521,6
1248690,14
1248736,1
1248847,1
1248848,2
1249381,1
1250142,1
125015,25
1250159,20
1250260,3
1250271,1
125035,5
1250355,1
1250593,2
1250653,2
1250913,15
125113,33
125149,20
125180,3
1252028,1
1252029,1
1252146,3
1252706,1
1252746,1
125292,22
1253044,9
1253050,5
1253248,1
1253289,1
1253427,7
1253803,136
1253883,147
1253944,4
125457,21
125478,1
125609,22
1256219,1
1256384,3
125647,1
125648,23
125676,1
1257099,2
1257412,1
125746,1
1257490,3
1257563,1
125811,10
1258198,16
1258282,1
1258517,32
125854,103
1258716,2
1258778,2
1258803,1
125886,54
1259032,1
1259085,5
1259121,1
1259524,5
1259577,1
126000,3
126004,2
126025,54
1260697,1
126080,10
12611,4
1261137,1
1261204,1
1261528,5
126158,1
1261752,1
1261782,2
1261811,1
1261830,1
1261834,1
1261871,2
126206,12
1262104,1
126223,2
1262297,5
1262658,16
1263015,5
126367,1
1263978,1
1263987,1
126411,6
1264409,1
1264482,1
1264525,1
126493,1
1265065,5
126517,26
1265283,4
1265478,3
126548,4
1265589,5
1265600,6
1265950,22
1266011,4
126654,23
1266616,2
1266631,1
1266635,3
1266751,1
126687,44
1267007,5
1267241,2
1267467,2
1267506,1
1267764,2
1268211,5
1268316,1
1268372,1
1268547,5
126886,10
1269099,19
1269185,17
1269460,3
126961,1
1270697,3
1270729,10
1270834,17
1270930,3
1270983,1
1271458,1
127147,2
127149,4
1272147,1
1272198,1
1272458,15
1272690,111
1272711,9
1272792,1
1272865,3
1272917,4
1273417,4
1273459,5
1273463,2
1273783,2
1273873,1
127389,18
1274699,1
1274888,1
1274889,78
1274953,5
127520,1
1275487,4
1275518,3
1275784,1
127586,1
1276341,42
1276348,2
1276367,1
1276888,37
127708,20
1277225,1
1277467,1
1277719,1
127811,1
1278146,55
1278191,11
1278279,12
127828,5
1278440,3
1278523,45
1278611,3
1278681,1
1278692,12
1278812,27
1278909,1
1278964,8
1279097,1
1279259,1
1279780,52
1279931,2
1280007,1
128012,2
1280303,1
128057,531
128060,68
1280625,2
1280949,44
128109,9
1281141,22
1281171,1
1281436,2
1281488,11
1281821,4
1282115,7
128215,1
1282697,14
1282958,1
1283009,7
128317,4
1283186,2
1283363,2
1283584,2
128370,10
1284860,2
128543,3
128564,2
128616,1
1286274,5
1286578,20
1286791,1
1286827,1
1287170,6
1287869,1
1288049,12
1288102,20
1288182,4
1288249,6
128855,7
1289630,4
1289699,2
128982,6
1289864,2
1289916,17
1290112,1
129070,1
1290731,7
129084,5
1290984,25
1291042,2
1291409,18
1291571,1
1291638,1
1292112,12
1292143,1
129296,2
1293129,30
129316,18
1293234,10
129326,3
1293630,3
129364,12
129368,3
1293683,2
1294079,1
1294343,1
1294367,1
1294368,13
1294385,5
129441,14
1294605,1
1294869,1
1294893,78
129498,3
1294985,31
1295063,1
1296049,2
1296360,5
1296874,1
1297028,1
1297041,1
1297499,24
1297758,1
1297802,10
129800,2
1298207,1
129844,1
129857,4
1298721,2
12990,2
1299093,1
1299135,1
1299192,1
1299325,1
1299578,8
1299660,2
1299697,1
1299717,2
1299735,3
1299815,1
130032,1
130081,1
1301301,13
1301372,1
1301464,1
1302002,1
1302321,1
1302477,5
1302568,12
1302622,5
1302686,2
130275,7
1302848,1
1302926,1
130309,20
1303305,2
130336,3
1303441,1
1303655,4
1303965,1
1305617,1
1305947,5
1306737,87
1306817,6
1306866,5
1306879,4
130701,1
130723,20
1307308,24
130735,2
1307533,5
130756,3
1307658,20
1307731,5
130785,100
130789,1
130794,22
1308067,7
130807,3
130868,1
130883,1
130900,3
130904,2
1309092,26
1309096,18
130924,1
1309413,17
1309646,1
1309928,1
1310020,1
1310449,7
131059,2
1310618,9
1310998,74
1311105,20
131125,4
13114,6
131165,17
1312027,12
1312232,5
1312674,4
1313107,2
1313297,2
1313473,1
131350,1
1313519,3
1313554,5
1313656,4
1313992,2
1314003,3
1314035,4
131426,1
1314326,1
1314357,16
131436,5
1314527,1
1314580,1
1314632,5
131467,68
1314745,2
1315495,8
131554,1
1315559,16
131584,1
131605,2
1316199,10
1316412,7
1316494,1
131715,8
1317205,8
131737,89
131787,2
131818,12
1318303,2
1318467,2
1318686,1
1319191,1
1319327,2
1319389,1
131939,31
1319480,1
131974,1
13199,1
1320033,26
1320536,2
1321043,3
132121,4
1321879,1
1321914,2
1321960,1
1322069,1
132217,11
1322172,4
1322838,1
1322944,3
1322975,1
1323374,1
1323759,1
132454,1
1325199,3
1325397,19
1325443,1
1325449,30
132564,4
1325801,1
1325807,1
1326093,41
1326191,13
1326401,1
1326760,5
1327223,5
1327855,3
1327868,2
1327964,1
1327981,24
1327983,3
132807,26
132823,2
1328278,7
132847,8
1328576,4
1329203,7
133026,1
1330315,116
1330348,1
1330575,1
1330711,1
133072,2
1330831,11
1331035,3
1331236,2
1331422,5
1331675,18
1331701,4
1332358,1
1332562,1
1332698,1
1332734,3
1333017,5
133313,1
133334,5
1333374,7
133351,2
1333660,1
1333930,5
1334053,2
133438,6
1334514,1
133472,2
133473,2
1334961,1
1334979,2
1335478,1
1335679,1
1336376,1
1336567,3
1337172,9
1337178,1
1337438,5
1337442,3
1338256,5
133826,16
133835,4
133852,4
1338693,1
133915,2
133928,2
1339529,2
1339640,1
1340195,1
1340286,9
1340635,2
1340896,4
134094,20
134112,107
134134,3
134142,6
1341442,3
134164,2
134171,3
134178,28
1341786,6
1342345,66
1344235,2
134425,70
1344384,8
1344479,1
1344524,2
1344534,1
1344667,11
134467,7
1344751,1
1345167,5
1345326,1
1346089,2
1346315,20
1346545,4
134673,20
134690,3
1347083,1
1347396,1
1347400,1
1347444,2
134751,8
1347597,1
1347638,3
1347809,10
134798,22
1348004,8
1348142,21
1348145,1
1348206,5
1348296,6
1348702,1
1348786,1
134911,8
1349128,1
1349513,14
1349697,19
1349757,16
1349849,1
1349861,1
135028,1
135038,1
135048,4
1350542,1
1350587,19
135067,26
1350896,1
1350933,1
135139,8
1351407,3
1351596,1
1351599,2
1351662,1
1351728,2
1351786,2
1351902,1
1352039,5
1352162,1
1352778,9
135324,1
1353315,19
1353431,3
1354205,1
1354371,1
1354468,2
1354537,2
1354729,2
1355399,18
1355462,1
1355486,14
135555,2
1355889,5
1355899,1
1356526,3
1357233,1
1357545,4
1357575,1
1357623,1
1357645,76
1357740,1
1357771,1
1357932,16
13580,1
1358128,8
135839,1
1358495,2
1359319,3
1359600,1
1359722,5
1359964,5
1360068,1
1360091,4
1360159,56
1360251,1
1360285,2
136089,3
1361844,33
13622,5
1362495,1
1362636,2
1362637,2
1362943,1
1363183,1
1363390,4
1363466,1
1363715,4
1364709,1
1364849,1
1365059,4
1365603,3
136573,3
1365791,1
136653,4
1366721,2
136723,3
1367292,4
1367372,11
1368021,4
1368249,8
1368859,43
1369391,2
1369602,1
1369953,1
1370285,2
137080,1
1370814,11
1371331,1
1371689,1
1371900,14
1372981,2
137321,4
1373281,6
1373762,2
1373816,1
1373991,4
1374359,5
1374814,1
1375074,5
1375140,4
1376678,3
1376855,1
1377309,40
137758,12
1377649,2
1378006,4
137803,3
1378065,1
137807,6
1378351,18
1378713,1
1378880,3
1379090,12
1380248,5
138041,1
1380886,48
1381024,48
1381095,4
1381196,1
1381322,2
1381402,1
138200,4
1382225,37
1382406,23
138243,6
138277,5
1383171,1
138337,2
138361,1
138411,3
1384183,1
1384655,1
1384943,9
138498,15
1385007,4
1385241,7
1385373,1
1385836,5
1385848,3
138599,2
1386665,1
1386912,2
138710,1
1387198,1
1387371,5
1387706,3
1387741,14
1388103,8
138813,1
138824,1
138845,12
1388901,8
1389142,1
138920,1
1389254,5
138940,40
1389788,6
1389967,4
1390347,2
1390705,10
1390736,18
1390738,1
1390769,1
1390784,1
1391431,4
139152,17
1391649,1
1391718,2
1391940,1
139253,70
1392773,21
1392792,46
1392910,11
1393008,14
1393102,1
1393136,1
1393631,5
139365,3
1393827,2
1393858,2
1394089,1
139409,1
1394090,14
1394140,4
139433,2
1394940,4
1395201,1
139541,21
1395885,2
1396014,24
1396222,52
1396680,17
1396863,5
1397687,2
1397695,6
1397989,4
1398243,3
1398332,5
1398613,1
1398671,1
1398893,5
1399043,2
1399056,7
1399080,3
1399637,15
139967,4
1399745,27
1399819,1
1399868,2
1400084,1
1400165,4
1400185,1
1400250,2
1400881,1
1400912,15
1400967,9
140103,6
140148,2
140166,17
1401973,1
1402052,11
1402274,9
1402389,3
140288,1
140321,14
140332,1
1403956,7
1403979,8
140414,5
1404159,12
1404699,1
14052,1
1405706,1
1406988,10
14070,16
140707,28
1407181,1
1407536,41
1407541,2
140791,4
1408101,4
1408453,4
1408574,3
1409379,1
1409397,5
1409832,5
141008,5
141077,16
141116,2
1411170,1
1411302,2
14117,74
1412493,1
1412867,1
1413363,5
141395,17
1413953,1
1413994,4
1414276,1
1414490,1
1414519,1
1414931,157
1414938,2
1414977,4
1415016,31
1415083,3
1415243,1
1415410,1
141548,2
1415866,1
141592,7
1416088,2
1416100,1
1416216,24
1416305,5
1416468,1
1416716,5
1418162,3
1418172,1
1418795,1
1419146,51
14194,6
141945,19
14196,1
1419681,1
1420257,5
1420410,1
1420552,1
142059,31
1420592,6
1420614,1
14210,1
14211,1
1421101,12
1421120,6
1421923,5
142201,1
1422300,3
1422386,57
14228,7
142281,1
142304,5
1423329,7
1423471,1
1423502,67
142351,1
142385,1
1424028,1
142410,5
1424219,11
142438,9
1424623,1
1424778,5
1425243,1
1425293,1
1425343,5
1425827,20
1425968,2
1425992,109
1426017,1
1426045,1
142612,3
1426267,1
1426281,8
1426759,1
1427012,17
1427135,1
1427156,7
1427184,8
1427229,15
1427314,61
1427380,4
14276,21
1427639,1
1427647,3
142770,12
142781,20
1428204,4
1428582,30
142859,1
142873,1
142887,2
1429342,5
1430362,7
1430561,8
1430748,1
1430972,1
1431022,20
1431055,5
1432314,2
143238,4
143259,5
143261,19
1432674,5
143275,5
1433577,2
143436,13
1434406,53
1434498,3
1434536,2
143543,15
143590,1
143591,3
1436593,1
1436779,5
1437178,1
143747,1
143764,18
143782,20
1437861,2
1438153,1
1438492,1
1438508,2
1438535,3
143875,6
1439440,4
1439488,3
1439727,5
1439763,2
1439910,1
14400,2
1440261,11
1440750,1
1440859,18
1441053,3
1441205,2
1441221,1
1441223,3
1441386,7
1441806,2
1441874,7
144196,1
1441964,2
14420,4
144225,12
144233,1
1442477,2
144301,2
14431,15
1443140,2
1443172,28
1443203,1
1443245,8
1443555,2
1443864,4
1443870,1
1444055,11
1444512,4
1444551,1
1445188,1
144520,1
1445291,4
1445445,1
1445586,1
144575,30
1445873,1
1446118,12
144621,4
1446488,2
1446558,2
1446584,1
1447332,1
14479,1
1447904,1
144805,5
1448118,4
1448141,1
144851,16
1448554,18
1448731,5
1448759,4
1449031,1
1449096,1
1449285,2
144967,2
1450294,6
145100,2
1451047,3
1451773,1
1451795,88
1452005,1
1452039,12
1452110,19
145213,18
1452136,7
1452206,53
1452422,1
14525,3
1452626,4
145269,4
1452886,90
1452981,1
1453194,4
1453506,8
1453635,2
145364,1
145379,15
1453934,16
1453941,3
1453954,4
1454224,18
1454572,4
1454616,15
145465,1
145467,41
1455119,2
145537,1
145556,1
1455677,5
1455906,7
1456075,9
1456125,1
1456132,3
1456141,1
1456273,1
1456623,5
1456804,2
1456807,3
1456977,4
1457030,4
1457145,2
1457152,5
1457205,1
1457331,1
1457364,1
1457454,2
1457549,1
1457898,3
1458074,3
1458160,1
1458504,17
1458700,1
1458702,1
1458760,1
1458808,2
1458946,2
1459084,4
145913,2
145927,1
1459372,17
145956,1
1459593,17
145964,2
145966,1
1460094,6
1460443,12
146048,2
1460797,3
1461081,1
146119,6
1461193,1
1461239,1
1461309,44
1461501,1
1461567,3
1461786,2
1461829,38
1461979,3
146228,22
14624,7
1462553,2
1462628,11
1462808,2
1462845,1
1463143,1
14632,1
1463608,2
1463773,3
1463799,3
1463813,6
1463832,1
1463864,5
146446,1
1464517,1
1464583,3
146466,2
1464723,13
1464780,2
1464937,3
1464985,7
1465101,2
1465236,31
1465288,1
146529,8
1465539,2
146555,1
146569,4
146604,4
14661,1
1466451,1
1466557,1
146672,1
1467022,32
1467034,5
1467347,1
1467477,5
1467664,2
1467849,1
14679,1
1468207,5
1468928,5
14691,1
1469148,10
146923,1
146939,1
146941,1
1469550,23
1469652,4
1469664,1
14698,2
1469920,4
147002,3
147006,1
1470150,1
14703,2
1470324,26
1470429,1
1470665,18
1470808,2
147083,7
1470841,24
1470911,6
